Date,Open,High,Low,Close,Adj Close,Volume
5/3/2018,598.625,602.349976,588.049988,591.275024,542.874146,5332230
5/4/2018,592.5,593,577.5,586.549988,538.535767,6023368
5/7/2018,590.625,595,587.75,591.5,543.080688,4638960
5/8/2018,588.950012,588.950012,580.525024,582.775024,535.069946,5718556
5/9/2018,583.75,588.450012,581.5,585.349976,537.434082,3783504
5/10/2018,588,591.5,581.424988,584,536.194641,3182862
5/11/2018,586.150024,591.599976,583.025024,590.375,542.047791,3311706
5/14/2018,592.174988,595.75,585,594.650024,545.9729,4432094
5/15/2018,594.049988,604,594.049988,597.275024,548.382996,5611974
5/16/2018,593.625,599,592.25,594.974976,546.271179,6205004
5/17/2018,598,598.724976,586.775024,591.450012,543.034729,9519598
5/18/2018,591.5,593.275024,586.5,591.599976,543.172546,7139660
5/21/2018,589.775024,594.200012,585,589.75,541.473938,8475320
5/22/2018,587.5,599,586.950012,596.924988,548.061584,5636804
5/23/2018,597.5,603.825012,590.75,592.450012,543.952942,9538442
5/24/2018,599,613.775024,599,610.5,560.525452,9740570
5/25/2018,615.049988,624.325012,610.400024,614.150024,563.876648,8901438
5/28/2018,615.5,616.299988,603,607.200012,557.495544,5739794
5/29/2018,607.025024,613.275024,603.099976,608.349976,558.551392,3388934
5/30/2018,608.5,614.375,602.799988,605.849976,556.255981,6323066
5/31/2018,605.849976,621,605.125,615.900024,565.483337,19720340
6/1/2018,615.200012,623.125,608.599976,610.400024,560.433594,4998356
6/4/2018,610.549988,621.5,606,619.700012,568.97229,4270156
6/5/2018,621,621,608.5,610.424988,560.456482,4710862
6/6/2018,612.599976,620.775024,610.025024,618.724976,568.077026,4038184
6/7/2018,619,629,619,626.224976,574.963196,6676226
6/8/2018,624,631,623.025024,630.025024,578.452087,6459878
6/11/2018,632.775024,635,627.525024,631.200012,579.530823,5171290
6/12/2018,632.875,635.625,625.224976,629.25,577.740417,7839820
6/13/2018,633.400024,642,633.400024,637.400024,585.223389,5766928
6/14/2018,626.5,626.5,617.049988,619.849976,573.609497,7598848
6/15/2018,618.5,645.75,617.5,640.625,592.834778,19957760
